track_no,title,performed_by,genre_a,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster,cluster_no
65,Inamoravel,Luiza & Maurilio,1,sertanejo,0.426,0.514,7,-5.869,1,0.0724,0.588,0,0.214,0.737,201.823,audio_features,1erfWPemd1Vg5aQYQpW1Pm,spotify:track:1erfWPemd1Vg5aQYQpW1Pm,https://api.spotify.com/v1/tracks/1erfWPemd1Vg5aQYQpW1Pm,https://api.spotify.com/v1/audio-analysis/1erfWPemd1Vg5aQYQpW1Pm,170315,4,m,12
66,Ela é espetacular (Mulher Kama Sutra),Mc Livinho,2,funk,0.904,0.713,10,-0.623,1,0.0892,0.641,0,0.124,0.77,130.023,audio_features,0x0V1IID2Sj902k6LzuWds,spotify:track:0x0V1IID2Sj902k6LzuWds,https://api.spotify.com/v1/tracks/0x0V1IID2Sj902k6LzuWds,https://api.spotify.com/v1/audio-analysis/0x0V1IID2Sj902k6LzuWds,216000,4,o,14
67,Preta do cabelo cacheado,Mc Don Juan,2,funk,0.795,0.53,1,-5.579,0,0.0782,0.465,0.000405,0.0581,0.834,159.965,audio_features,0Ve3XWcrsgy90xo0UL2syx,spotify:track:0Ve3XWcrsgy90xo0UL2syx,https://api.spotify.com/v1/tracks/0Ve3XWcrsgy90xo0UL2syx,https://api.spotify.com/v1/audio-analysis/0Ve3XWcrsgy90xo0UL2syx,161730,4,c,2
68,Disco arranhado,"Malu, DJ Lucas BEta",2,funk,0.747,0.725,2,-2.564,0,0.363,0.551,0,0.0626,0.904,129.96,audio_features,2Gjt4rUHBUH0rMKpBg0hF4,spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,https://api.spotify.com/v1/tracks/2Gjt4rUHBUH0rMKpBg0hF4,https://api.spotify.com/v1/audio-analysis/2Gjt4rUHBUH0rMKpBg0hF4,125558,4,f,5
69,Mtg - Vem sentando vem,"MC 2jhow, MCFaha",2,funk,0.919,0.336,11,-3.913,1,0.0775,0.513,1.51E-05,0.198,0.741,129.982,audio_features,2Xgc216OMnc9PyUalpaSPc,spotify:track:2Xgc216OMnc9PyUalpaSPc,https://api.spotify.com/v1/tracks/2Xgc216OMnc9PyUalpaSPc,https://api.spotify.com/v1/audio-analysis/2Xgc216OMnc9PyUalpaSPc,139546,4,c,2
70,Privilégio,"MC Luan da BS, MC Vitin do LJ",2,funk,0.567,0.645,3,-1.842,0,0.0817,0.623,0.00294,0.0822,0.888,85.107,audio_features,2ASs0n7ukfyxAxDtdir4vF,spotify:track:2ASs0n7ukfyxAxDtdir4vF,https://api.spotify.com/v1/tracks/2ASs0n7ukfyxAxDtdir4vF,https://api.spotify.com/v1/audio-analysis/2ASs0n7ukfyxAxDtdir4vF,151384,5,u,17
71,O Moca,MC Zaquin,2,funk,0.84,0.495,5,-5.155,0,0.0797,0.481,0,0.0853,0.527,130.041,audio_features,1mQOFRDoqI34LdN79PE0vH,spotify:track:1mQOFRDoqI34LdN79PE0vH,https://api.spotify.com/v1/tracks/1mQOFRDoqI34LdN79PE0vH,https://api.spotify.com/v1/audio-analysis/1mQOFRDoqI34LdN79PE0vH,180923,4,c,2
72,Liberdade,"Alok, Mc Don Juan",2,funk,0.81,0.789,6,-4.032,1,0.0498,0.0254,1.85E-06,0.104,0.432,129.988,audio_features,2QLbRVzixE282JSQjBz2DG,spotify:track:2QLbRVzixE282JSQjBz2DG,https://api.spotify.com/v1/tracks/2QLbRVzixE282JSQjBz2DG,https://api.spotify.com/v1/audio-analysis/2QLbRVzixE282JSQjBz2DG,150462,4,i,8
73,So Sapao Nervoso Vs Toma Catuada,"DJ DN, MC Gui Andrade",2,funk,0.946,0.475,0,-3.681,1,0.27,0.731,0,0.0952,0.667,132.041,audio_features,2BEGTomoM88uGMOzRmZirl,spotify:track:2BEGTomoM88uGMOzRmZirl,https://api.spotify.com/v1/tracks/2BEGTomoM88uGMOzRmZirl,https://api.spotify.com/v1/audio-analysis/2BEGTomoM88uGMOzRmZirl,186364,4,f,5
74,Cai de vagarinho ate embaixo,"MC Rennan, DJ Braga Oficial",2,funk,0.939,0.544,11,-7.481,1,0.221,0.481,0,0.301,0.9,130.264,audio_features,4V0OqVsxQOtwSkzh4540xl,spotify:track:4V0OqVsxQOtwSkzh4540xl,https://api.spotify.com/v1/tracks/4V0OqVsxQOtwSkzh4540xl,https://api.spotify.com/v1/audio-analysis/4V0OqVsxQOtwSkzh4540xl,141212,4,j,9
75,É so botada,"MC Levin, Caveirinha",2,funk,0.953,0.544,5,-5.411,0,0.0843,0.0466,0.0179,0.0395,0.853,129.988,audio_features,07c9lzwx1IIm101PnB4BZu,spotify:track:07c9lzwx1IIm101PnB4BZu,https://api.spotify.com/v1/tracks/07c9lzwx1IIm101PnB4BZu,https://api.spotify.com/v1/audio-analysis/07c9lzwx1IIm101PnB4BZu,145846,4,j,9
76,Bipolar,"MC Davi, MC Pedrinho",2,funk,0.601,0.36,9,-7.791,0,0.0877,0.586,0,0.0882,0.335,124.993,audio_features,0qxLQ6opocOGyFnlXqJ53x,spotify:track:0qxLQ6opocOGyFnlXqJ53x,https://api.spotify.com/v1/tracks/0qxLQ6opocOGyFnlXqJ53x,https://api.spotify.com/v1/audio-analysis/0qxLQ6opocOGyFnlXqJ53x,276480,4,p,15
77,Uma cavala mesmo,"MC Meno K, MC Cria",2,funk,0.867,0.374,9,-11.883,0,0.236,0.629,0,0.161,0.684,130.026,audio_features,1bK6UaFcArJvIaMeKPTFSm,spotify:track:1bK6UaFcArJvIaMeKPTFSm,https://api.spotify.com/v1/tracks/1bK6UaFcArJvIaMeKPTFSm,https://api.spotify.com/v1/audio-analysis/1bK6UaFcArJvIaMeKPTFSm,151248,4,n,13
78,Acabou a água,"MC 3L, DJ J2",2,funk,0.907,0.475,11,-2.506,0,0.072,0.553,3.32E-06,0.265,0.592,130.038,audio_features,7jFEykLSATTBHLCJXikHmD,spotify:track:7jFEykLSATTBHLCJXikHmD,https://api.spotify.com/v1/tracks/7jFEykLSATTBHLCJXikHmD,https://api.spotify.com/v1/audio-analysis/7jFEykLSATTBHLCJXikHmD,174759,4,c,2
79,Nao nasceu pra namorar,"MC Zaquin, MC Rick",2,funk,0.525,0.448,1,-4.075,0,0.0443,0.14,0,0.0922,0.527,83.406,audio_features,6pQKUKBpwr6GhfhcFFFozo,spotify:track:6pQKUKBpwr6GhfhcFFFozo,https://api.spotify.com/v1/tracks/6pQKUKBpwr6GhfhcFFFozo,https://api.spotify.com/v1/audio-analysis/6pQKUKBpwr6GhfhcFFFozo,140308,4,m,12
80,Espirra o lanca,"DJ Serpinha, MC 2jhow",2,funk,0.685,0.447,10,-2.757,1,0.132,0.667,0.000771,0.0635,0.745,130.774,audio_features,0vYDCcg9nEpMvuiCtgjv5G,spotify:track:0vYDCcg9nEpMvuiCtgjv5G,https://api.spotify.com/v1/tracks/0vYDCcg9nEpMvuiCtgjv5G,https://api.spotify.com/v1/audio-analysis/0vYDCcg9nEpMvuiCtgjv5G,190055,4,c,2
81,AK47 é o porte do homem,"MC Torugo, MC Falah",2,funk,0.835,0.439,9,-4.079,1,0.378,0.75,1.93E-06,0.207,0.544,130.155,audio_features,5HdghQzJVbvkZuMyvj2k34,spotify:track:5HdghQzJVbvkZuMyvj2k34,https://api.spotify.com/v1/tracks/5HdghQzJVbvkZuMyvj2k34,https://api.spotify.com/v1/audio-analysis/5HdghQzJVbvkZuMyvj2k34,133944,4,f,5
82,Maca Verde,MC Hariel,2,funk,0.582,0.531,10,-3.725,1,0.0905,0.0428,7.39E-06,0.1,0.169,85.322,audio_features,7lJoRyuNJtuiqTcKtuMuIR,spotify:track:7lJoRyuNJtuiqTcKtuMuIR,https://api.spotify.com/v1/tracks/7lJoRyuNJtuiqTcKtuMuIR,https://api.spotify.com/v1/audio-analysis/7lJoRyuNJtuiqTcKtuMuIR,164308,5,i,8
83,Faz a pose,"MC Teteu, MC Ks, DJ Serpinha",2,funk,0.909,0.3,10,-7.792,0,0.256,0.351,2.28E-06,0.0724,0.694,129.975,audio_features,1sTVKLLFDfAfowsG4bRBN4,spotify:track:1sTVKLLFDfAfowsG4bRBN4,https://api.spotify.com/v1/tracks/1sTVKLLFDfAfowsG4bRBN4,https://api.spotify.com/v1/audio-analysis/1sTVKLLFDfAfowsG4bRBN4,135732,4,n,13
84,"Apaga Luz, Apaga Tudo - Challenge","DH TN BEat, DJ TS",2,funk,0.722,0.986,5,1.317,0,0.227,0.0215,0.000228,0.0621,0.403,130.13,audio_features,0v192IDdClYsae1YWxhTO9,spotify:track:0v192IDdClYsae1YWxhTO9,https://api.spotify.com/v1/tracks/0v192IDdClYsae1YWxhTO9,https://api.spotify.com/v1/audio-analysis/0v192IDdClYsae1YWxhTO9,121846,4,o,14
85,Vai tomando foguenta,MC Yuri,2,funk,0.869,0.89,9,1.221,0,0.229,0.138,0.144,0.0475,0.601,130.192,audio_features,3SwHWvT7Uze9CqI5LJowv5,spotify:track:3SwHWvT7Uze9CqI5LJowv5,https://api.spotify.com/v1/tracks/3SwHWvT7Uze9CqI5LJowv5,https://api.spotify.com/v1/audio-analysis/3SwHWvT7Uze9CqI5LJowv5,156970,4,d,3
86,Trajado de glock ela joga na cara,TZ da Coronel,2,funk,0.719,0.689,6,-4.612,1,0.437,0.528,1.55E-06,0.112,0.955,70,audio_features,2dcYBsq0wTqkJIlfNMGfrR,spotify:track:2dcYBsq0wTqkJIlfNMGfrR,https://api.spotify.com/v1/tracks/2dcYBsq0wTqkJIlfNMGfrR,https://api.spotify.com/v1/audio-analysis/2dcYBsq0wTqkJIlfNMGfrR,127070,3,f,5
87,Renk Renk,MC MN,2,funk,0.799,0.74,2,-5.525,1,0.356,0.0713,1.30E-06,0.222,0.554,129.918,audio_features,2bPghtjMJBxGMjSgi8rMKK,spotify:track:2bPghtjMJBxGMjSgi8rMKK,https://api.spotify.com/v1/tracks/2bPghtjMJBxGMjSgi8rMKK,https://api.spotify.com/v1/audio-analysis/2bPghtjMJBxGMjSgi8rMKK,214176,4,k,10
88,Separei,MC WM,2,funk,0.927,0.522,8,-5.669,1,0.348,0.0254,0,0.0992,0.749,133.012,audio_features,16uUeKOV7m51Vlx9oUIEvE,spotify:track:16uUeKOV7m51Vlx9oUIEvE,https://api.spotify.com/v1/tracks/16uUeKOV7m51Vlx9oUIEvE,https://api.spotify.com/v1/audio-analysis/16uUeKOV7m51Vlx9oUIEvE,162406,4,k,10
89,Um sabadao desse uma lua dessa,MC Taliba,2,funk,0.921,0.83,5,-1.361,1,0.135,0.584,3.17E-05,0.0522,0.596,133.089,audio_features,3KfyRuNdcCGsZb15sqrXDA,spotify:track:3KfyRuNdcCGsZb15sqrXDA,https://api.spotify.com/v1/tracks/3KfyRuNdcCGsZb15sqrXDA,https://api.spotify.com/v1/audio-analysis/3KfyRuNdcCGsZb15sqrXDA,172748,4,o,14
90,Golpe trocado,MC Frog,2,funk,0.716,0.597,11,-5.909,1,0.292,0.794,0.00397,0.0604,0.729,88.531,audio_features,0nGOQOcurYXEWKcWi2ZrQo,spotify:track:0nGOQOcurYXEWKcWi2ZrQo,https://api.spotify.com/v1/tracks/0nGOQOcurYXEWKcWi2ZrQo,https://api.spotify.com/v1/audio-analysis/0nGOQOcurYXEWKcWi2ZrQo,121846,5,f,5
91,Amor ou o litrao,"Mila, Petter Ferraz",2,funk,0.783,0.902,6,-3.063,0,0.0351,0.382,0,0.0556,0.897,144.116,audio_features,4WcskbAX3wImaennFI79Ll,spotify:track:4WcskbAX3wImaennFI79Ll,https://api.spotify.com/v1/tracks/4WcskbAX3wImaennFI79Ll,https://api.spotify.com/v1/audio-analysis/4WcskbAX3wImaennFI79Ll,170000,4,g,6
92,Comprei um lanca,MC Jacare,2,funk,0.652,0.723,7,-7.576,1,0.112,0.238,0.000349,0.0719,0.53,130.759,audio_features,12v6LfkX9YIR3uLefIAAYZ,spotify:track:12v6LfkX9YIR3uLefIAAYZ,https://api.spotify.com/v1/tracks/12v6LfkX9YIR3uLefIAAYZ,https://api.spotify.com/v1/audio-analysis/12v6LfkX9YIR3uLefIAAYZ,112346,3,s,19
93,Talarica,Rennan da Penha,2,funk,0.826,0.895,0,-4.828,0,0.49,0.22,0,0.0572,0.623,160.069,audio_features,4VUcZNeuit8e7zmSAI4GbL,spotify:track:4VUcZNeuit8e7zmSAI4GbL,https://api.spotify.com/v1/tracks/4VUcZNeuit8e7zmSAI4GbL,https://api.spotify.com/v1/audio-analysis/4VUcZNeuit8e7zmSAI4GbL,162000,4,k,10
94,Oh Juliana,Niack,2,funk,0.799,0.568,6,-3.089,1,0.25,0.387,0,0.0892,0.963,129.63,audio_features,4xWzZmX4K1yyrdtRfbUvjt,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,https://api.spotify.com/v1/tracks/4xWzZmX4K1yyrdtRfbUvjt,https://api.spotify.com/v1/audio-analysis/4xWzZmX4K1yyrdtRfbUvjt,153078,4,f,5
95,Play no verao,Mc Lipi,2,funk,0.594,0.795,5,-1.074,1,0.158,0.0571,1.00E-06,0.198,0.681,179.956,audio_features,2G6M3FS6WpeRliynhEKruN,spotify:track:2G6M3FS6WpeRliynhEKruN,https://api.spotify.com/v1/tracks/2G6M3FS6WpeRliynhEKruN,https://api.spotify.com/v1/audio-analysis/2G6M3FS6WpeRliynhEKruN,206054,4,g,6
96,Rainha da favela,Ludmila,2,funk,0.867,0.67,0,-3.839,0,0.0438,0.23,0.00468,0.0889,0.891,135.064,audio_features,3vu864xi5Xis9VfOsJpmXu,spotify:track:3vu864xi5Xis9VfOsJpmXu,https://api.spotify.com/v1/tracks/3vu864xi5Xis9VfOsJpmXu,https://api.spotify.com/v1/audio-analysis/3vu864xi5Xis9VfOsJpmXu,160905,4,c,2
97,E nós tem um charme que é da hora,MC Dricka,2,funk,0.913,0.822,9,0.172,0,0.116,0.355,1.10E-06,0.112,0.558,126.874,audio_features,4koUrXFuoId1b6wrMF3laS,spotify:track:4koUrXFuoId1b6wrMF3laS,https://api.spotify.com/v1/tracks/4koUrXFuoId1b6wrMF3laS,https://api.spotify.com/v1/audio-analysis/4koUrXFuoId1b6wrMF3laS,197480,4,o,14
98,Ta apaixonado babaca,DJ Guuga,2,funk,0.8,0.532,2,-5.495,1,0.372,0.272,0,0.211,0.9,80.234,audio_features,7N3BrHFlnZbOs8lPGPg1gg,spotify:track:7N3BrHFlnZbOs8lPGPg1gg,https://api.spotify.com/v1/tracks/7N3BrHFlnZbOs8lPGPg1gg,https://api.spotify.com/v1/audio-analysis/7N3BrHFlnZbOs8lPGPg1gg,175543,4,f,5
99,Deixa de onda (Porra nenhuma),Dennis,2,funk,0.815,0.69,9,-4.622,1,0.0469,0.29,0,0.312,0.654,135.036,audio_features,0DlHQxrVijRqVUfuS6PKaY,spotify:track:0DlHQxrVijRqVUfuS6PKaY,https://api.spotify.com/v1/tracks/0DlHQxrVijRqVUfuS6PKaY,https://api.spotify.com/v1/audio-analysis/0DlHQxrVijRqVUfuS6PKaY,185000,4,c,2
100,Rave balanca e bafora,Ventura,2,funk,0.843,0.819,9,-2.75,1,0.209,0.112,0.0114,0.932,0.544,134.929,audio_features,7tswnwncDD0zJ1JpFf13Gl,spotify:track:7tswnwncDD0zJ1JpFf13Gl,https://api.spotify.com/v1/tracks/7tswnwncDD0zJ1JpFf13Gl,https://api.spotify.com/v1/audio-analysis/7tswnwncDD0zJ1JpFf13Gl,193796,4,b,1
101,To preoucupada,MC Rebecca,2,funk,0.895,0.671,7,-3.126,1,0.137,0.243,3.57E-06,0.0768,0.905,84.956,audio_features,70jrNdP6R9AKHazjaurG3Z,spotify:track:70jrNdP6R9AKHazjaurG3Z,https://api.spotify.com/v1/tracks/70jrNdP6R9AKHazjaurG3Z,https://api.spotify.com/v1/audio-analysis/70jrNdP6R9AKHazjaurG3Z,120000,4,c,2
102,Colocada forte,Niack,2,funk,0.788,0.384,11,-8.31,1,0.274,0.819,0.000338,0.204,0.253,86.625,audio_features,46VUUTyq8mxuZATdP5bZVd,spotify:track:46VUUTyq8mxuZATdP5bZVd,https://api.spotify.com/v1/tracks/46VUUTyq8mxuZATdP5bZVd,https://api.spotify.com/v1/audio-analysis/46VUUTyq8mxuZATdP5bZVd,142832,5,n,13
103,Como se tá maravilhosa,MC Lipi,2,funk,0.727,0.702,5,-2.568,1,0.0692,0.046,0,0.298,0.644,129.989,audio_features,0eLCuW89pb6I3BC0NMGHFW,spotify:track:0eLCuW89pb6I3BC0NMGHFW,https://api.spotify.com/v1/tracks/0eLCuW89pb6I3BC0NMGHFW,https://api.spotify.com/v1/audio-analysis/0eLCuW89pb6I3BC0NMGHFW,210521,4,c,2
104,Hoje é rave,Bárbara Labres,2,funk,0.8,0.519,2,-3.979,1,0.208,0.0969,1.36E-05,0.0646,0.328,133.951,audio_features,2CBpRE0A922XhWLSI8AT9O,spotify:track:2CBpRE0A922XhWLSI8AT9O,https://api.spotify.com/v1/tracks/2CBpRE0A922XhWLSI8AT9O,https://api.spotify.com/v1/audio-analysis/2CBpRE0A922XhWLSI8AT9O,146924,4,k,10
105,Avancada,MC Kevinho,2,funk,0.602,0.9,8,-1.507,1,0.13,0.04,0,0.386,0.752,149.616,audio_features,1fWITNjgwmKEonjikQUaa1,spotify:track:1fWITNjgwmKEonjikQUaa1,https://api.spotify.com/v1/tracks/1fWITNjgwmKEonjikQUaa1,https://api.spotify.com/v1/audio-analysis/1fWITNjgwmKEonjikQUaa1,115200,4,g,6
106,Ilusao,MC Hariel,2,funk,0.628,0.624,9,-7.968,0,0.254,0.112,0,0.197,0.47,159.646,audio_features,6WXglvTFRmjlHHhgjYMNif,spotify:track:6WXglvTFRmjlHHhgjYMNif,https://api.spotify.com/v1/tracks/6WXglvTFRmjlHHhgjYMNif,https://api.spotify.com/v1/audio-analysis/6WXglvTFRmjlHHhgjYMNif,324000,4,k,10
107,Senta no fazendeiro,MC Jacaré,2,funk,0.727,0.601,9,-5.037,1,0.052,0.569,0,0.0566,0.723,130.057,audio_features,1wsL4Lgoo27ETnLt6svbnT,spotify:track:1wsL4Lgoo27ETnLt6svbnT,https://api.spotify.com/v1/tracks/1wsL4Lgoo27ETnLt6svbnT,https://api.spotify.com/v1/audio-analysis/1wsL4Lgoo27ETnLt6svbnT,146233,4,c,2
108,O maestro dos fluxos,DJ Ery,2,funk,0.72,0.942,2,-2.32,1,0.0846,0.52,0.000891,0.579,0.514,129.995,audio_features,0yq4hmZV3SUzaLrvqOe00e,spotify:track:0yq4hmZV3SUzaLrvqOe00e,https://api.spotify.com/v1/tracks/0yq4hmZV3SUzaLrvqOe00e,https://api.spotify.com/v1/audio-analysis/0yq4hmZV3SUzaLrvqOe00e,246449,4,b,1
109,Xereca de mel,"Shevchenko e Elloco, MC Mari",2,funk,0.852,0.904,0,-2.379,0,0.0656,0.143,0.00159,0.146,0.853,95.029,audio_features,3csAhPJlNeCDnvuTdT8RQw,spotify:track:3csAhPJlNeCDnvuTdT8RQw,https://api.spotify.com/v1/tracks/3csAhPJlNeCDnvuTdT8RQw,https://api.spotify.com/v1/audio-analysis/3csAhPJlNeCDnvuTdT8RQw,149151,4,g,6
110,Homenagem aos reliquias,"DJ Matt D, MC Lipi",2,funk,0.906,0.641,3,-2.875,0,0.308,0.0935,0,0.0551,0.678,129.987,audio_features,4vDC52DnSqAjec5Vh5yJEb,spotify:track:4vDC52DnSqAjec5Vh5yJEb,https://api.spotify.com/v1/tracks/4vDC52DnSqAjec5Vh5yJEb,https://api.spotify.com/v1/audio-analysis/4vDC52DnSqAjec5Vh5yJEb,303769,4,k,10
111,Set DJ GM 2.0,"MC Paulin da Capital, MC Lipi",2,funk,0.526,0.642,8,-3.044,0,0.0932,0.609,0,0.0974,0.597,133.14,audio_features,7wanYYFVi4cDqRXbPAfM1Y,spotify:track:7wanYYFVi4cDqRXbPAfM1Y,https://api.spotify.com/v1/tracks/7wanYYFVi4cDqRXbPAfM1Y,https://api.spotify.com/v1/audio-analysis/7wanYYFVi4cDqRXbPAfM1Y,475246,5,m,12
112,Cupido FDP 2,"MC Rick, MC Vittin PV",2,funk,0.728,0.657,1,-1.603,1,0.0557,0.678,0,0.117,0.375,130.218,audio_features,1D4Jo67A2x8qvAUKu2S12y,spotify:track:1D4Jo67A2x8qvAUKu2S12y,https://api.spotify.com/v1/tracks/1D4Jo67A2x8qvAUKu2S12y,https://api.spotify.com/v1/audio-analysis/1D4Jo67A2x8qvAUKu2S12y,138461,4,o,14
113,Rave na praia,MC Teteu,2,funk,0.628,0.635,9,-3.757,1,0.0661,0.0314,0.00226,0.302,0.518,87.981,audio_features,50YsV2XFugoMrqJK9Ttdly,spotify:track:50YsV2XFugoMrqJK9Ttdly,https://api.spotify.com/v1/tracks/50YsV2XFugoMrqJK9Ttdly,https://api.spotify.com/v1/audio-analysis/50YsV2XFugoMrqJK9Ttdly,203636,4,i,8
114,Morena ,"MC Paulin da Capital, DJ GM",2,funk,0.632,0.85,4,-1.81,0,0.187,0.408,0,0.119,0.615,190.154,audio_features,2W0VenqvlMW4c65YsxT5zu,spotify:track:2W0VenqvlMW4c65YsxT5zu,https://api.spotify.com/v1/tracks/2W0VenqvlMW4c65YsxT5zu,https://api.spotify.com/v1/audio-analysis/2W0VenqvlMW4c65YsxT5zu,197053,4,s,19
115,Vitoria Chegou,MC Lipi,2,funk,0.624,0.656,7,-3.176,0,0.41,0.324,0,0.286,0.506,200.352,audio_features,5Oc6eNk3onmNM94Wipks7G,spotify:track:5Oc6eNk3onmNM94Wipks7G,https://api.spotify.com/v1/tracks/5Oc6eNk3onmNM94Wipks7G,https://api.spotify.com/v1/audio-analysis/5Oc6eNk3onmNM94Wipks7G,218400,4,k,10
116,Playlist,Mumuzinho,3,pagode,0.707,0.666,5,-8.272,1,0.0678,0.256,0,0.113,0.923,160.96,audio_features,6rftze5MC2y76ivrCPemqw,spotify:track:6rftze5MC2y76ivrCPemqw,https://api.spotify.com/v1/tracks/6rftze5MC2y76ivrCPemqw,https://api.spotify.com/v1/audio-analysis/6rftze5MC2y76ivrCPemqw,173830,4,j,9
117,Para tudo / Loucura do seu coracao,"Di proposito, Grupo menos é mais",3,pagode,0.478,0.833,2,-4.401,1,0.0551,0.501,0,0.976,0.511,158.011,audio_features,4H6H1Ca9BN5xQdNBrTfff7,spotify:track:4H6H1Ca9BN5xQdNBrTfff7,https://api.spotify.com/v1/tracks/4H6H1Ca9BN5xQdNBrTfff7,https://api.spotify.com/v1/audio-analysis/4H6H1Ca9BN5xQdNBrTfff7,221895,4,h,7
118,Presentinho,Guga Nandes,3,pagode,0.626,0.61,2,-7.222,1,0.0322,0.717,0,0.952,0.67,144.058,audio_features,4p3ZUX6cVNehD8EphzU7iJ,spotify:track:4p3ZUX6cVNehD8EphzU7iJ,https://api.spotify.com/v1/tracks/4p3ZUX6cVNehD8EphzU7iJ,https://api.spotify.com/v1/audio-analysis/4p3ZUX6cVNehD8EphzU7iJ,212531,4,h,7
119,Eu topo,Sorriso Maroto,3,pagode,0.603,0.719,9,-7.939,1,0.0424,0.647,0,0.874,0.698,151.886,audio_features,7MJf15X5ecgZAXsvsEvesz,spotify:track:7MJf15X5ecgZAXsvsEvesz,https://api.spotify.com/v1/tracks/7MJf15X5ecgZAXsvsEvesz,https://api.spotify.com/v1/audio-analysis/7MJf15X5ecgZAXsvsEvesz,214966,4,h,7
120,Eu nao sou de entregar,Ferrugem,3,pagode,0.634,0.627,11,-6.804,0,0.0321,0.388,0,0.328,0.759,145.821,audio_features,3IsTYAUWhdQgqEV35GlJYB,spotify:track:3IsTYAUWhdQgqEV35GlJYB,https://api.spotify.com/v1/tracks/3IsTYAUWhdQgqEV35GlJYB,https://api.spotify.com/v1/audio-analysis/3IsTYAUWhdQgqEV35GlJYB,187053,4,a,0
121,Ja tentei,"Vou pro sereno, Ludmilla",3,pagode,0.457,0.7,5,-5.703,0,0.0439,0.658,2.31E-06,0.98,0.609,155.717,audio_features,6JIhgAuKTkKsvJkFUGmoRU,spotify:track:6JIhgAuKTkKsvJkFUGmoRU,https://api.spotify.com/v1/tracks/6JIhgAuKTkKsvJkFUGmoRU,https://api.spotify.com/v1/audio-analysis/6JIhgAuKTkKsvJkFUGmoRU,219939,4,h,7
122,To achando que é amor,Péricles,3,pagode,0.64,0.597,1,-8.117,0,0.0343,0.481,0,0.159,0.779,90.065,audio_features,6ankUWkGTEiABTTdZiDd5H,spotify:track:6ankUWkGTEiABTTdZiDd5H,https://api.spotify.com/v1/tracks/6ankUWkGTEiABTTdZiDd5H,https://api.spotify.com/v1/audio-analysis/6ankUWkGTEiABTTdZiDd5H,188167,4,a,0
123,Adorei,Grupo menos é mais,3,pagode,0.746,0.668,7,-6.496,1,0.0398,0.642,0,0.109,0.798,151.853,audio_features,6rfNbeEGCh8M5AAj879g0r,spotify:track:6rfNbeEGCh8M5AAj879g0r,https://api.spotify.com/v1/tracks/6rfNbeEGCh8M5AAj879g0r,https://api.spotify.com/v1/audio-analysis/6rfNbeEGCh8M5AAj879g0r,179452,4,a,0
124,Domingando,Thiaguinho,3,pagode,0.404,0.782,5,-7.848,1,0.0741,0.298,0,0.94,0.732,87.515,audio_features,1DyuiZ9vg4VZUZjiPEJHoG,spotify:track:1DyuiZ9vg4VZUZjiPEJHoG,https://api.spotify.com/v1/tracks/1DyuiZ9vg4VZUZjiPEJHoG,https://api.spotify.com/v1/audio-analysis/1DyuiZ9vg4VZUZjiPEJHoG,223273,4,h,7
125,Nunca encontrei,"Malibu, Grupo Menos é Mais, Ferrugem",3,pagode,0.622,0.802,4,-7.083,0,0.0346,0.0569,5.45E-06,0.181,0.601,142.001,audio_features,3HfCqsCsNIti28HMUqWJZK,spotify:track:3HfCqsCsNIti28HMUqWJZK,https://api.spotify.com/v1/tracks/3HfCqsCsNIti28HMUqWJZK,https://api.spotify.com/v1/audio-analysis/3HfCqsCsNIti28HMUqWJZK,229250,4,i,8
126,Ela nao,Ludmilla,3,pagode,0.558,0.674,7,-5.426,1,0.107,0.71,0,0.208,0.846,169.831,audio_features,3B7aR5W9WNzo9FeIsdGxI1,spotify:track:3B7aR5W9WNzo9FeIsdGxI1,https://api.spotify.com/v1/tracks/3B7aR5W9WNzo9FeIsdGxI1,https://api.spotify.com/v1/audio-analysis/3B7aR5W9WNzo9FeIsdGxI1,148655,4,a,0
127,Sogra,"Dilsinho, Henrique & Juliano",3,pagode,0.519,0.742,11,-7.184,1,0.0702,0.55,0,0.951,0.777,138.11,audio_features,4x8XaoLvpo6kd51PZD16RK,spotify:track:4x8XaoLvpo6kd51PZD16RK,https://api.spotify.com/v1/tracks/4x8XaoLvpo6kd51PZD16RK,https://api.spotify.com/v1/audio-analysis/4x8XaoLvpo6kd51PZD16RK,177068,4,h,7
128,Manda áudio,Di Proposito,3,pagode,0.63,0.63,2,-7.674,1,0.0697,0.619,0,0.0936,0.942,157.948,audio_features,4nsXVD1xw3BRMFUWx5gQRe,spotify:track:4nsXVD1xw3BRMFUWx5gQRe,https://api.spotify.com/v1/tracks/4nsXVD1xw3BRMFUWx5gQRe,https://api.spotify.com/v1/audio-analysis/4nsXVD1xw3BRMFUWx5gQRe,162057,4,a,0
129,Acima da média,Sudario,3,pagode,0.571,0.866,4,-6.566,0,0.0502,0.333,0,0.55,0.764,177.981,audio_features,53mAzU1LKvgBrDvhFsq7e9,spotify:track:53mAzU1LKvgBrDvhFsq7e9,https://api.spotify.com/v1/tracks/53mAzU1LKvgBrDvhFsq7e9,https://api.spotify.com/v1/audio-analysis/53mAzU1LKvgBrDvhFsq7e9,160618,4,e,4
